Club Name,Location - Country,Location - City,Screening Date - Year,Screening Date - Month,Screening Date - Day,Local Release Title,Original Title,US Release Title or English Translation,Director,Year of Production,Country of Production,Duration,Series Theme,,Nature of Screening,Provenance of Print,Other Notes
Gente de Cine,Argentina,Buenos Aires,1946,,,La crónica de Grieshuss,Zur chronik von Grieshuus,,Arthur von Gerlach,1925,Germany,feature,Cine alemán mudo,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Celos,Eifensucht,,Karl Grüne,1925,Germany,feature,Cine alemán mudo,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,"Miguel Strogoff, el correo secreto del Zar","Michel Strogoff, der kurier des Zarem",,Viktor Tourjansky,1925,Germany,feature,Cine alemán mudo,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Fausto,Faust,,F.W. Murnau,1926,Germany,feature,Cine alemán mudo,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1946,,,,Metropolis,,Fritz Lang,1927,Germany,feature,Cine alemán mudo,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,,Manon Lescaut,,Arthur Robison,1926,Germany,feature,Cine alemán mudo,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Baja traición,The Informer,,Arthur Robinson,1929,United Kingdom,feature,Liam O'Flaherty en el cine,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Un pacto con el diablo,All That Money Can Buy,,William Dieterle,1941,United States,feature,El tema de lo sobrenatural,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,El viaje imaginario,Le voyage imaginaire,,René Clair,1925,France,feature,De la obra de René Clair,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1946,,,La presa del viento,La proie du vent,,René Clair,1926,France,feature,De la obra de René Clair,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Un sombrero de paja de Italia,Un chapeau de paille d'Italie,,René Clair,1927,France,feature,De la obra de René Clair,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Canción de cuna,,,Gregorio Martínez Sierra,1941,Argentina,feature,Aspectos del cine argentino,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,En el viejo Buenos Aires,,,Antonio Momplet,1942,Argentina,feature,Aspectos del cine argentino,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Ceniza al viento,,,Luis Saslavsky,1942,Argentina,feature,Aspectos del cine argentino,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Cuando florezca el naranjo,,,Alberto de Zavalía,1943,Argentina,feature,Aspectos del cine argentino,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Nuestra Natacha,,,Alberto de Zavalía,1944,Argentina,feature,Aspectos del cine argentino,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,El ciudadano,Citizen Kane,,Orson Welles,1941,United States,feature,El aporte de Orson Welles,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Flores animadas,La fée des fleurs,,Georges Méliès,1905,France,short,Primitivos franceses e italianos,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Ladrones de la pradera,,,,,,,Primitivos franceses e italianos,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Fuego purificador,,,,,,,Primitivos franceses e italianos,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Alma de tigre,The Tiger's Trail,,"Robert Ellis, Louis J. Gasnier, Paul Hurst",1919,United States,serial,El film en episodios americano,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,El acorazado Potemkin,,,Sergei Eisenstein,1925,Soviet Union,feature,Aspectos del cine ruso,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,La madre,Mat,,Vsevolod Pudovkin,1926,Soviet Union,feature,Aspectos del cine ruso,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1946,,,La nueva Babilonia o La Comuna de París,,,Grigori Kozintzev and Leonid Trauberg,1928,Soviet Union,feature,Aspectos del cine ruso,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,El nuevo Gulliver,,,Aleksandr Ptushko,1934,Soviet Union,feature,Aspectos del cine ruso,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Trozos del swing,Swing Styles,,Lloyd French,1939,United States,short,El jazz en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Cancioneros de otros días,Minstrel Days,,Bobby Connolly,1941,United States,short,El jazz en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,El canto de la vida,Blues in the Night,,Anatole Litvak,1941,United States,feature,El jazz en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Sabroso y picante,The Birth of the Blues,,Victor Schertzinger,1941,United States,feature,El jazz en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,La locura del jazz,Syncopation,,William Dieterle,1942,United States,feature,El jazz en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,"Música, maestro",,,March of Time,1944,United States,excerpt,El jazz en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,El secreto de Polinchela,Le secret de Polichinelle,,André Berthomieu,1936,France,feature,Homenaje a Raimu,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Carnet de baile,Carnet de bal,,Julien Duvivier,1937,France,feature,Homenaje a Raimu,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,El extraño señor Víctor,L'étrange Monsieur Victor,,Jean Grémillon,1938,France,feature,Homenaje a Raimu,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Frenesí ,,,Alex Braner,1933,Sweden,feature,El drama realista en el cine sueco,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,La melodía del mundo,Melodie der welt,,Walter Ruttman,1929,Germany,feature,El documental rítmico,,,,
Gente de Cine,Argentina,Buenos Aires,1946,,,Antes que me muera,Angels over Broadway,,Ben Hecht,1940,United States,feature,"Ben Hecht, autor y director",,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La extraña aventura de David Gray,Vampyr,,Carl Theodor Dreyer,1932,"France, Germany",feature,El tema de los vampiros,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,"M, el vampiro negro","M, ein stadt sucht einen morder",,Fritz Lang,1931,Germany,feature,El tema de los vampiros,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El clarovidente,The Clairvoyant,,Maurice Elvey,1935,United Kingdom,feature,El tema de lo sobrenatural,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La barquera María,Fährmann María ,,Frank Wysbar,1936,Germany,feature,El tema de lo sobrenatural,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El estudiante de Praga,Der student von Prag,,Arthur Robison,1937,Germany,feature,El tema de lo sobrenatural,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Horas robadas,On Borrowed Time,,Harold S. Bucquet,1939,United States,feature,El tema de lo sobrenatural,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El acorazado Potemkin,,,Sergei Eisenstein,1925,Soviet Union,feature,De la obra de Sergei Eisenstein,,repeat,X'd out -canceled?,
Gente de Cine,Argentina,Buenos Aires,1947,,,Octubre o el fin de un imperio,,,Sergei Eisenstein,1927,Soviet Union,feature,De la obra de Sergei Eisenstein,,,X'd out -canceled?,
Gente de Cine,Argentina,Buenos Aires,1947,,,Alejandro Nevsky,,,Sergei Eisenstein,1928,Soviet Union,feature,De la obra de Sergei Eisenstein,,,X'd out -canceled?,
Gente de Cine,Argentina,Buenos Aires,1947,,,Iván el terrible,,,Sergei Eisenstein,1943,Soviet Union,feature,De la obra de Sergei Eisenstein,,,X'd out -canceled?,
Gente de Cine,Argentina,Buenos Aires,1947,,,,La grande illusion,,Jean Renoir,1937,France,feature,Los alegatos sociales,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Viñas de ira,Grapes of Wrath,,John Ford,1940,United States,feature,Los alegatos sociales,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El camino del tabaco,Tobacco Road,,John Ford,1941,United States,feature,Los alegatos sociales,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Conciencias muertas,The Ox-Bow Incident,,William Wellman,1943,United States,feature,Los alegatos sociales,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Melodía del mundo,Melodie der welt,,Walter Ruttman,1929,Germany,feature,Aspectos del cine documental,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El brujo blanco,Itto,,"Jean-Benoit Levy, Marie Epstein",1934,France,feature,Aspectos del cine documental,,not a documentary,,
Gente de Cine,Argentina,Buenos Aires,1947,,,"Fecundidad y vida, Rayos X, Universo infinito",,,UFA,,Germany,short,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,,Mariñeiros,,José Suárez,1936,Spain,short,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El gran impulso,La gran élan,,Christian Jaque,1938,France,feature,Aspectos del cine documental,,not a documentary,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Aventuras de Chico,Adventures of Chico,,"Stacy Woodard, Horace Woodard",1939,United States,short,Aspectos del cine documental,,Fiction-documentary hybrid,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Metal del cielo,Metall des himmels,,Walter Ruttman,1934,Germany,short,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Viento de azúcar,,,Charles V. Herbert,1940,,,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,,Rodin,,René Lucot,1942,France,short,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La reina de los mares,The Fighting Lady,,Edward Steichen,1944,United States,short,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La ley del gran amor,La loi du grand amour,,Boris Dolin,1944,France,short,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El nacimiento del cine,La naissance du cinéma,,Roger Leenhardt,1948,France,short,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La batalla del riel,La bataille du riel,,René Clement,1946,France,feature,Aspectos del cine documental,,not a documentary,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Civilización etrusca,Civilitá etrusca,,Giulio Morelli,1945,Italy,,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Hitler vive?,,,,1945,,,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Carta de París,Lettre de Paris,,Roger Leenhardt,1946,France,short,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,,Aubusson,,Jean Lods,1946,France,short,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Suite Varsovia,Suita warszawska,,Tadeusz Makarczynski,1946,Poland,short,Aspectos del cine documental,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El corazón delator,Tell-Tale Heart,,Jules Dassin,1942,United States,feature,El suspenso,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La dama fantasma,Phantom Lady,,Robert Siodmak,1943,United States,feature,El suspenso,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Odio que mata,The Lodger,,John Brahm,1944,United States,feature,El suspenso,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Concierto macabro,Hangover Square,,John Brahm,1945,United States,feature,El suspenso,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Distinto amanecer,,,Julio Bracho,1943,Mexico,feature,Cine mexicano,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La barraca,,,Roberto Gavaldón,1944,Mexico,feature,Cine mexicano,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,,"Cabinet des Dr. Caligari, Das",,Robert Wiene,1919,Germany,feature,Cine alemán mudo,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La Cenicienta,Der verlorene schuh,,Ludwig Berger,1924,Germany,feature,Cine alemán mudo,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Pasiones desatadas,Nju,,Paul Czinner,1924,Germany,feature,Cine alemán mudo,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La crónica de Grieshuss,Zur chronik von Grieshuus,,Arthur von Gerlach,1925,Germany,feature,Cine alemán mudo,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Fausto,Faust,,F.W. Murnau,1926,Germany,feature,Cine alemán mudo,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1947,,,,Metropolis,,Fritz Lang,1927,Germany,feature,Cine alemán mudo,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Composición en azul,Komposition in blau,,Oskar Fischinger,1934,Germany,short,Films abstractos,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Poema óptico,Optical Poem,,Oskar Fischinger,1937,Germany,short,Films abstractos,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La reina de las mariposas,La reine des papillons,,Ladislas Starevich,1928,France,short,Dibujos animados y titeres,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El diamante,Stertaler?,,"Ferdinand Diehl, Hermann Diehl",1933,Germany,short,Dibujos animados y titeres,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La moderna caperucita,Little Red Riding Hood Up-to-Date,,Dorothy Summers,1945,United Kingdom,short,Dibujos animados y titeres,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La madre,Mat,,Vsevolod Pudovkin,1926,Soviet Union,feature,"Pudovkin, director y actor",,repeat,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El cadáver viviente,,,Ferdor Ozep,1929,Soviet Union,feature,"Pudovkin, director y actor",,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Raro interludio,Strange Interlude,,Robert Z. Leonard,1932,United States,feature,El teatro en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El sueño de una noche de verano,A Midsummer Night's Dream,,William Wellman,1935,United States,feature,El teatro en el cine,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Praderas verdes,Green Pastures,,"Marc Connelly, William Keighley",1936,United States,feature,El teatro en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Noche de primavera,Spring Night,,Tatiana Tuttle,1935,United States,short,El teatro en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Altitud 3200,Altitude 3200,,"Jean-Benoit Levy, Marie Epstein",1938,France,feature,El teatro en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El ciudadano,Citizen Kane,,Orson Welles,1941,United States,feature,El teatro en el cine,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Baja traición,The Informer,,Arthur Robinson,1929,United Kingdom,feature,Dos temas de Liam O'Flaherty,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El puritano,Le puritain,,Jeff Musso,1937,France,feature,Dos temas de Liam O'Flaherty,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El viaje imaginario,Le voyage imaginaire,,René Clair,1925,France,feature,De la obra de René Clair,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Un sombrero de paja de Italia,Un chapeau de paille d'Italie,,René Clair,1927,France,feature,De la obra de René Clair,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,París que ríe,14 juillet,,René Clair,1933,France,feature,De la obra de René Clair,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Crimen y castigo,Crime et chatiment,,Pierre Chenal,1935,France,feature,Dostoievski en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Eterno marido,L'homme au chapeau rond,,Pierre Billon,1946,France,feature,Dostoievski en el cine,,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El jugador,,,León Klimovsky,1947,Argentina,feature,Dostoievski en el cine,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La aldea del pecado,,,Olga Preobrazenskaia,1927,Soviet Union,feature,Los temas de ambiente ruso,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Capricho imperial,Scarlet Empress,,Josef von Sternberg,1934,United States,feature,Los temas de ambiente ruso,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,"Dunja, la novia eterna",Der postmeister,,Gustav Ucicky,1940,Germany,feature,Los temas de ambiente ruso,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,María Candelaria,,,Emilio Fernández,1943,Mexico,feature,Homenaje personal a Dolores del Río,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Las abandonadas,,,Emilio Fernández,1944,Mexico,feature,Homenaje personal a Dolores del Río,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Bugambilia,,,Emilio Fernández,1945,Mexico,feature,Homenaje personal a Dolores del Río,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La otra,,,Roberto Gavaldón,1946,Mexico,feature,Homenaje personal a Dolores del Río,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,En el viejo Buenos Aires,,,Antonio Momplet,1942,Argentina,feature,Cine argentino,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Tres hombres del río,,,Mario Soffici,1943,Argentina,feature,Cine argentino,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Casa de muñeca,,,Ernesto Arancibia,1943,Argentina,feature,Cine argentino,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La dama duende,,,Luis Saslavsky,1945,Argentina,feature,Cine argentino,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Venganza corsa,,,,1908,,short,Primitivos,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Bebé detective,,,Louis Feuillade,1911,France,short,Primitivos,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El coche de Simón,,,,,,short,Primitivos,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Max en el music hall,Au music hall,,,1911,France,short,Primitivos,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Marineros a la fuerza,Shanghaied,,Charles Chaplin,1915,United States,short,Cómicos famosos,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La una de la madrugada,One a.m.,,Charles Chaplin,1916,United States,short,Cómicos famosos,,,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Un viaje al paraíso,,,,1925,United States,feature,Cómicos famosos,,with Harold Lloyd,,
Gente de Cine,Argentina,Buenos Aires,1947,,,El capitán Blood,Captain Blood,,David Smih,1924,United States,,Cine épico norteamericano,,possibly confused with The Seahawk (directed by Frank Lloyd),,
Gente de Cine,Argentina,Buenos Aires,1947,,,Carne y fantasía,Flesh and Fantasy,,Julien Duvivier,1944,United States,feature,El film en episodios,,omnibus film,,
Gente de Cine,Argentina,Buenos Aires,1947,,,Rostros de niños,Visages d'enfants,,Jacques Feyder,1923,France,feature,Cine francés mudo,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1947,,,La vida maravillosa de Juana de Arco,Jeanne d'Arc,,,1927,France,feature,Cine francés mudo,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Cuatro pasos en las nubes,Quatro passi fra le navole,,Alessandro Blasetti,1942,Italy,feature,Pre-neorrealismo italiano,,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1948,,,En el país de Jauja,Hans Trutz in Schlaraffenland ,,Paul Wegener,1917,Germany,short,Etapas del cine alemán,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1948,,,"Gabinete del Dr. Caligari, El","Cabinet des Dr. Caligari, Das",,Robert Wiene,1920,Germany,feature,Etapas del cine alemán,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1948,,,,Danton,,Dmitri Buchowetzki,1921,Germany,feature,Etapas del cine alemán,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Las tres luces,Der müde Tod,,Fritz Lang,1921,Germany,feature,Etapas del cine alemán,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Pasiones desatadas,Nju,,Paul Czinner,1924,Germany,feature,Etapas del cine alemán,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1948,,,,Varieté,,E.A. Dupont,1925,Germany,feature,Etapas del cine alemán,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Tartufo,Tartuffe,,F.W. Murnau,1925,Germany,feature,Etapas del cine alemán,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Los tejedores,Die weber,,Friedrich Zelnik,1927,Germany,feature,Etapas del cine alemán,,attributed to William Dieterle,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La melodía del mundo,Melodie der welt,,Walter Ruttman,1929,Germany,feature,Etapas del cine alemán,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El ángel azul,Der blaue engel,,Josef von Sternberg,1930,Germany,feature,Etapas del cine alemán,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,"M, el vampiro negro","M, ein stadt sucht einen morder",,Fritz Lang,1931,Germany,feature,Etapas del cine alemán,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Juana de Arco,Das Mädchen Johanna,,Gustav Ucicky,1934,Germany,feature,Etapas del cine alemán,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Metal del cielo,Metall des himmels,,Walter Ruttman,1935,Germany,feature,Etapas del cine alemán,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El viejo rey,Der alte und der junge könig,,Hans Steinhoff,1935,Germany,feature,Etapas del cine alemán,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La barquera María,Fährmann María,,Frank Wysbar,1936,Germany,feature,Etapas del cine alemán,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Bésame otra vez,Kiss Me Again,,Ernst Lubitsch,1925,United States,feature,Realizadores europeos en Hollywood,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Sólo vivimos una vez,You Only Live Once,,Fritz Lang,1937,United States,feature,Realizadores europeos en Hollywood,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Me casé con una bruja,I Married a Witch,,René Clair,1942,United States,feature,Realizadores europeos en Hollywood,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Ser o no ser,To Be or Not to Be,,Ernst Lubitsch,1942,United States,feature,Realizadores europeos en Hollywood,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El diablo dijo no,Heaven Can Wait,,Ernst Lubitsch,1943,United States,feature,Realizadores europeos en Hollywood,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El secreto tras la puerta,Secret Beyond the Door,,Fritz Lang,1947,United States,feature,Realizadores europeos en Hollywood,,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Pasión de una noche,Douce,,Claude Autant-Lara,1943,France,feature,Films de Claude Autant-Lara,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El diablo y la dama,Le diable au corps,,Claude Autant-Lara,1946,France,feature,Films de Claude Autant-Lara,,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Paraíso terrestre,Paradiso terrestre,,Luciano Emmer,1940,Italy,short,Documentales de Enrico Gras-Luciano Emmer,,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Narración de un fresco,Racconto di un affresco,,Luciano Emmer,1938,Italy,short,Documentales de Enrico Gras-Luciano Emmer,,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Camino a Damasco,Sulle via di Damasco,,"Enrico Gras, Luciano Emmer",1946,Italy,short,Documentales de Enrico Gras-Luciano Emmer,,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Praderas blancas,Bianchi pascoli,,"Enrico Gras, Luciano Emmer",1947,Italy,short,Documentales de Enrico Gras-Luciano Emmer,,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Baja traición,The Informer,,Arthur Robinson,1929,United Kingdom,feature,Dos versiones de una novela,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El delator,The Informer,,John Ford,1935,United States,feature,Dos versiones de una novela,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,"Nanuk, el esquimal",Nanook of the North,,Robert Flaherty,1922,United States,feature,Aspectos del cine americano,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Si yo tuviera un millón,If I Had a Million,,Ernst Lubitsch,1932,United States,feature,Aspectos del cine americano,,repeat,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Matar o morir,Sequoia,,Chester Franklin,1934,United States,feature,Aspectos del cine americano,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Placer de tontos,Idiot's Delight,,Clarence Brown,1938,United States,feature,Aspectos del cine americano,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Viento de azúcar,,,Charles V. Herbert,1940,United States,feature,Aspectos del cine americano,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Un desolado corazón,None But the Lonely Heart,,Clifford Odets,1943,United States,feature,Aspectos del cine americano,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Rostros de niños,Visages d'enfants,,Jacques Feyder,1924,France,feature,Homenaje a Jacques Feyder,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,,Carmen,,Jacques Feyder,1926,France,feature,Homenaje a Jacques Feyder,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El gran juego,Le grand jeu,,Jacques Feyder,1934,France,feature,Homenaje a Jacques Feyder,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La kermesse heróica,La kermesse heroique,,Jacques Feyder,1935,France,feature,Homenaje a Jacques Feyder,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La ley del Norte,La piste du Nord,,Jacques Feyder,1942,France,feature,Homenaje a Jacques Feyder,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Una mujer desaparece,Une femme disparait,,Jacques Feyder,1941,France,feature,Homenaje a Jacques Feyder,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Pompeya,,,,,Italy,short,Documentales italianos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Melodías puccinianas,,,,,Italy,short,Documentales italianos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Guitarra romana,,,,,Italy,short,Documentales italianos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Los cielos de Tiepolo,,,Giorgio Graziosi,1946,Italy,short,Documentales italianos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Despertar de primavera,,,Pietro Francisi,1946,Italy,short,Documentales italianos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Inmigración ,,,Fernando Ayala,1948,Argentina,short,Documentales argentinos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Cómo se hace una película,,,Arturo S. Mom,1948,Argentina,short,Documentales argentinos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Los pueblos dormidos,,,Leo Fleider,1948,Argentina,short,Documentales argentinos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Suite Varsovia,,,Tadeusz Makarczynski,1946,Poland,short,Documentales polacos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,El dragón de Wawel,,,Zenon Wasilewski,1947,Poland,short,Documentales polacos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La inundación,,,Jaroslaw Brzozowski and Waclaw Karzmierczak,1947,Poland,short,Documentales polacos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Las minas de sal de Wieliczka,,,Jaroslaw Brzozowski,1947,Poland,short,Documentales polacos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,Recital chopiniano,,,,1947,Poland,short,Documentales polacos,,,,
Gente de Cine,Argentina,Buenos Aires,1948,,,La iglesia de la Virgen Maria de Praga,,,,,Czechoslovakia,feature,Cine checoslovaco,,,,
